Index,True_Label,Predicted_Label,Probability,Text
56,1.0,0.0,0.06138717,@user #SendThemHome we do not need those #Students here in #Canada
62,1.0,0.0,0.28679585,Happy #LaborDay to All LEGAL American Workers ! Shame on Illegal Workers who Steal SSN and IDs to Take #Jobs From Americans and lower Wages #MAGA #SendThemBack #laborday
68,1.0,0.0,0.080080174,@user Bitch I'm sick 😒 dirty whore
70,0.0,1.0,0.89102477,"@user YUP!!If you said nothing while Obama caged kids, you have no room to complain now. Maybe you should focus your ire on the criminals creating the problem instead of the LEOs enforcing the law.#BuildThatWall"
72,1.0,0.0,0.06405999,@user @user My fiancee is in Italy right now visiting family. She told me that she feels heartbroken and very uncomfortable because of the immigrants. They stare at all the women there like they want to hurt them and they Italian military is everywhere. #sendthemback
73,0.0,1.0,0.9638327,@user @user @user @user @user @user #BuildTheWallNow @user @user BEFORE the Midterm elections #BuildTheDamnWall #EndChainMigration #MandateEverify #NoAmnesty #KeepPheonixPromise National Security
77,1.0,0.0,0.035482127,We let these #migrants in to our country for a better life but what's about our lives and our children's future. That do not want to live by our laws. These #Muslims do not respect our way of life. #SENDTHEMBACK
78,1.0,0.0,0.0006632168,Neva trust a bitch🤘 if she tell you she don't got hoes or nigga's her ass lying💯
80,1.0,0.0,0.4251713,Argentina imported tons of Mestizos and they went from a first world country to another third world Latin American shithole. This is what's in store for America if we #AbolishICE. #BuildTheDamnWall #DeportThemAll #SupportICE #KAG
95,1.0,0.0,0.0004969124,You cuff dat bitch you goofy hoe cause my brudda josh been break dat hoe.
98,0.0,1.0,0.87404996,@user look at you.. all of a sudden.... bitch I'm about to burn your fucking jersey hoe. 😂
99,0.0,1.0,0.9432198,Minnesota ! Meet conservative Dave Hughes running for congress in November! Please come out & vote for him & help work for true conservative change! Tax CutsStop funding for sanctuary cities! Endorsed by @user Improvement in farming #BuildThatWall #RedNovember
100,1.0,0.0,0.0020895714,"@user @user 1) #BuildTheWall, 2) #SecureOurBorders, 3) #EndTheVisaLottery, 4) #EndSanctuaryCities, 5) #EndChainMigration, 6) E-Verify, 7) Reform Asylum Laws, 8) #DeportAllIllegals, 9) #NoAmnesty, & 10) #NoDACA"
102,0.0,1.0,0.82486653,@user @user #BuildThatWall already
103,0.0,1.0,0.62896913,"@user @user is right, #DoWhatWeSaid! #BuildThatWall"
104,1.0,0.0,0.20195535,@user @user bitch delete your fucking snap name wtf wrong with you fw the opps you wild
106,1.0,0.0,0.29125342,"3) ""you okay?"" ""Fuck you you fat bitch."" ""Fuck you too whore"""
107,0.0,1.0,0.90498525,"@user Perhaps, Cali will surprise everyone very soon. #BUILDTHATWALL and #Immigration are the #1 issues On Americans Minds Today??"
110,0.0,1.0,0.57815355,"If I don't greet you by saying ""hey hoe"" or ""hey bitch"" chances are I don't like you"
111,1.0,0.0,0.02110546,Yall gone stop gasing these hoes up .idgaf if yo ass fat . Bitch you black Asf and disgusting.
112,1.0,0.0,0.005350948,I am horrified to share #genes with the #humans who put this #law in place. This is a direct result of #CulturalReplacement by #IslamicCaliphate #ForeignInvaders posing as #EconoMigrants and the #EU leaders are complicit. #FightBack #GetThemOut #SendThemBack
113,0.0,1.0,0.884951,@user @user I'm beginning to think Ann's right on this one too. Just focus on THE WALL. #BuildThatWall
120,0.0,1.0,0.9621665,Return the children to pedophiles and human trafficking in most cases OR don't cross border and mommies won't have that issue! #BuildThatWall
121,0.0,1.0,0.9237511,"""Trump On Possible Government Shutdown: """"If It Happens, It Happens"""" | Zero Hedge #ShutItDown @user Your base supports your decision & want the government to #Shutdown or #BuildThatWall !"""
122,0.0,1.0,0.7750847,This is NancyNancy called my pay raise #Crumbs.Nancy doesn't want to fund the #MILITARY.Nancy puts #IllegalAliens rights before citizen rights.Nancy wants to house the illegals before our homeless #veterans Don't be a Nancy.@Maga4Justice #Trump#WednesdayWisdom #MAGA
126,1.0,0.0,0.01138171,It's getting worse every single day! #StopImmigration #CloseTheBorders #NoMoreImmigrantsHere #StandUpForYourWesternValues
128,1.0,0.0,0.23745799,"@user @user @user #NoDACA #MAGA #howdoyoulikeusnowMale illegal aliens dont have the honor to sign up for selective services which is obligatory by law for all male citizens. No signature, NO JOB! Women citizens and illegals dont have the honor. Yep, I see EQUALITY happening all over this place."
130,0.0,1.0,0.93021023,@user #EndDACA Only AMERICANS should vote for elected officials!!! Not dead or illegal people. But then how would you get any votes! #ENDDEMOCRATS
131,0.0,1.0,0.782011,"Bitch you ain't gotta call my phone, matter fact all you hoes can leave me alone!! 💯"
132,1.0,0.0,0.004555625,Bitch idc when Ima see you hoe!!!
135,1.0,0.0,0.00082486286,@user Bitch you gay hoe
136,0.0,1.0,0.9029248,"Message Sent, Sleep Cells Activated, The Plan Is Now Active - Episode 1659b #WWG1WGA #AmericaFirst #ThesePeopleAreEVIL #BuildTheWALL #NoDACA #GreatAwakening #PedoGate #PizzaGateIsREAL #MKUltra #CorruptCIA #ObamaGate #ThesePeopleAreSick #SRA #QAlert"
137,0.0,1.0,0.8761062,@user @user Like he ever kept out any threats. He's lying as usual. #BuildThatWall
148,0.0,1.0,0.93785703,BITCH HOLD UP try putting yourself in her shoes you wouldnt even know what to do and how to react
149,0.0,1.0,0.8316495,"I am thrilled to see @user following our campaign -- 3 retweets in 2 days!Mr. President, I am going work WITH you to:- #BuildThatWall- Cut taxes even more - Bring back manufacturing - Fix our healthcare"
150,1.0,0.0,0.4714182,"@user Then say gtf you ugly ass bitch , you nothing ass hoe, dumb hoe, lmao Hayley you too nice 😂😂😂"
154,1.0,0.0,0.43549666,i despise that bitch cunt...
155,0.0,1.0,0.64791185,Silly Killary WANNABE !! And @user numbers JUST keep CLIMBING !! #MAGA#MASA#BuildThatWall #BuildTheFuture
159,1.0,0.0,0.49097428,@user And you a mad ass hoe B.C. Your man tried getting at the bitch you can't stand lmao
163,1.0,0.0,0.0025584686,🌞🌞🌞🌞 you're my Bitch 😘 I love you && I love spending time w you hoe. I hate you tho
164,1.0,0.0,0.015094906,and no ian gon do fw yo clique but the next hoe that you love i bet i make that hoe my bitch ✅
171,1.0,0.0,0.18074235,@user @user #ILLEGALS aren't kept in cages you fake Bishop! THAT pic was a #PublicityStunt at a whacko #Soros funded #Protest Fool! #ILLEGAL #FamiliesBelongTogether in #Mexico ! #DeportThemAll EVERY #Illegal is a criminal! #VoteRed 4 #AmericanDreamers AND #AmericanFamiliesFirst
172,1.0,0.0,0.42502853,Sallie MAE is the most annoying bitch EVER hoe I ain't paying you shxt lol
174,0.0,1.0,0.85782754,To Whoever the broke ass bitch that stole the seat off my atv...fuck you man! I gotta job I'll buy another.
175,0.0,1.0,0.9088084,Whoever the last bitch you was fucking with tell her it's over 😝
178,1.0,0.0,0.1291254,"You know Ima get it bitch 💰 until my casket closed⚰️ , I've been chasing paper 💸 nigga you been chasing hoes 😴"
179,1.0,0.0,0.34039426,"@user @user @user We must stop importing refugee terrorists, we should never play Russian roulette with lives of British citizens. #westminster #parsonsgreen #carolinelucas #refugeesnotwelcome"
180,0.0,1.0,0.83367085,MS-13 Gang Members Charged With Murder Are Obamas Unaccompanied Minors @user #NoMoreDeaths#KeepAmericansSafe#NoAmnesty #NoDACA #BuildTheWall #DoYourJob !
182,0.0,1.0,0.8128409,Mollie Tibbetts And The Low Illegal Crime Rate Lie - American Thinker #MollieTibbetts #BuildTheDamnWall #BuildTheWall #BuildTheWallNow #BuildThatWall #MAGA #RedNationRising #KeepAmericaGreat #KAG2020 #KAG TW502
183,0.0,1.0,0.8641401,Our much anticipated Reception Managers office finally got under way today! Hopefully with minimal disruption to patients Here our Practice Manager Catherine Oates supervises as Reception Manager Tina gets the work started!! #nhs #romford #buildthatwall
184,1.0,0.0,0.04847907,@user Bitch fuck you hoe !
186,1.0,0.0,0.0060447194,Your base is NOT Happy about this @user @user @user ! We want answers and we want this to STOP! #StopImmigration #NoRefugees
187,1.0,0.0,0.021545675,@user @user 10 in rapefugee years is usually 22 in German.
191,1.0,0.0,0.33031833,@user @user Im here hoe. Is someone bothering you hoe? Just bitch slap them.
192,1.0,0.0,0.059215896,Me and Jayleen literally came at this bitches life because she thought she would be a cunt
200,1.0,0.0,0.37049216,@user @user String him up to show the message that you will pay for your crimes in a COUNTRY where you are NOT supposed to be in!#BuildThatWall We are losing our legal citizens to those who should not be here in the first place! If they weren't here we would still have our loved ones!
204,1.0,0.0,0.14936484,"The real problem is illegal immigration and if Cristhian Bahena Rivera wasnt in our country, Mollie would be alive today. #MollieTibbets #dummycratoftheweek #justiceforMollie #ElizabethWarren #IllegalAliens"
205,0.0,1.0,0.59193003,"@user niggas be eating sleep for dinner cause he feeding a bitch that ain’t letting him in the same vicinity as the box, smh"
207,0.0,1.0,0.68447894,@user @user When we say #BuildThatWall at this is how @user respond!#RETWEET
209,0.0,1.0,0.7769988,Who try to cut into a female then ask them to come over! Nope bitch cause I'm bout to hoe you 🙌😂😂😂😂😂 hang up on me neowwwww
212,0.0,1.0,0.95108247,@user Please insist on wall funding now! Please do not let the speaker of the house and senate leader talk you into waiting to after the election for the funding. after the election you will be dealing with a lame duck congress.#BuildTheWall #BuildThatWall
214,1.0,0.0,0.0031291172,"When you was young yo mama dropped you on yo head hoe, cuz bitch you got some issues"
216,1.0,0.0,0.043120593,Rapefugees should be fucking shot.
218,0.0,1.0,0.8573929,@user @user @user This is a pretty sight #BuildThatWall
221,1.0,0.0,0.00025833107,bitch you been havin 2 / 3 dick appointments in a day but don't shower in between lmao dirty luh hoe 😂😂😂
223,0.0,1.0,0.89684534,@user This should be seen far & Wide.@realDonaldTrump #BUILDTHATWALL
229,1.0,0.0,0.015925614,Bitch I'm the man. Hoe I'm the man. You know I'm the man.
230,1.0,0.0,5.767359e-05,@user @user @user @user @user @user Build Wall/EndDACA/End Sanctuary Cities/End Chain Migration/Pass Raise Act/Enact E-Verify/Enforce Travel Ban/Require Photo ID To Vote/Stop Diversity Lottery Immigration/Require Photo ID To Vote/End Diversity Lottery
231,0.0,1.0,0.8906289,Exactly Vote. #WalkAway #ConfirmJudgeKavanaugh #Conservatives #IRS #Military #DrainTheSwamp #Russiagate #FreeSpeech #IranianPeople #BackTheBlue #Benghazi #BrettKavanaugh #BuildThatWall #MAGA #Trump2020 #Patriots #tcot #TrumpSupporters #TrumpTrain
232,1.0,0.0,0.3958299,Yall Trash Buckets really never warned a bitch in the TL about Haitians But EYE SEE YOU HOES
233,0.0,1.0,0.6697146,First time I got my eyebrows done was like two weeks ago and ever since then I feel like a whole new bitch
236,1.0,0.0,0.0046486696,lmao bitch tf you saying you a hoe now that you got a mans you think you a saint??
237,1.0,0.0,0.024350584,No sympathy if you cant come here legally you're not welcome. #DeportThemAll
238,0.0,1.0,0.7140281,In Mexico & CanadaONLY NATIVE BORN CITIZENS ARE ALLOWED TO VOTE IN THEIR ELECTIONS & EXCLUDES NATURALIZED CITIZENS!We should do the same in U.S.A.#RETWEET#RESIST#ThursdayThoughts #TrumpKnew Help #BuildThatWall @ #EndDACA#TheFive
240,0.0,1.0,0.5178855,Were helping you build that wallWere helpful like that#lockhimup#buildthatwall
248,0.0,1.0,0.8134712,"@user Ash you deserve alllll the hate you get you hoe ass bitch, out here being a damn Hypocrite you and cash some damn FAKES. Hoes"
250,1.0,0.0,9.832276e-05,New Olympic sport ! Illegal migrant stowaways jump lorry.#IllegalImmigration #BorisJohnson
251,1.0,0.0,0.41453212,@user @user ur a bitch ur fake as fuck im done with yo hoe ass all u YouTubers r the same self centered bitches 💯👎💩
252,0.0,1.0,0.82292205,Slave Labor is all around us but is ignored and called something else. Fight to remove it and human trafficking too. Paying someone low wages under the threat of turning them into ICE is treating them as your slaves. #BuildTheWall #BuildThatWall
253,0.0,1.0,0.91714376,But don’t let ‘em hear you fucking these hoes though⁰He gon’ kill you ‘bout that bitch
262,1.0,0.0,0.00014235405,#IllegalImmigrants have NO RESPECT for the country they are in; we need to protect our borders #MAGA #winning @user @user @user @user @user @user @user @user @user #ProudAmerican #WalkAway @user @user @user @user
265,0.0,1.0,0.8403954,@user 😂😂 don shut yo crybaby ass up bitch you be hoeing ppl all day on this bitch
266,0.0,1.0,0.5757508,@user @user Hoe bitch everyone has had your ugly ass . And everyone has left because how you act . You…
270,1.0,0.0,0.12357172,I want them ALL DEPORTED !! I WANT MY vote to COUNT again !!! #DeportthemALL #NoDaca #NoAmnesty #BuildTheDamnWall #UsetheArmyCoreOfEngineers
280,0.0,1.0,0.92140913,@user Obama can't get off the couch without Valerie Jarrett giving him a shot of estrogen in his ass and then scripting his day. @user #BuildThatWall
281,1.0,0.0,0.091433264,I Agree@realDonaldTrump It's Imperative To Start Deportation On These People - #DeportThemAll They Do Not Belong Here; Also #FireSesssions Get Rid Of #ArrogantRosenstein
285,1.0,0.0,0.4144814,Another wonderful dreamer youngster. #NoAmnesty #BuildTheWall #NoDACA #NoDreamAct #MakeAmericaSafeAgain
290,1.0,0.0,0.00039037009,@user @user @user @user Bitch you believe in Trump and you call Iggy ugly lol bye hoe 😂😂😂
293,0.0,1.0,0.6515736,THE WALL: House Dems BEG Secretary Mattis to BAIL on $450m Border Wall Project #BuildThatWall
294,1.0,0.0,0.044750355,"I think this proves we no longer need anymore immigration from Mexico, we have succeeded in surpassing them at their own cuisine. Which I was led to believe is the only thing that #DiversityIsOurStrength actually means. #DeportThemAll #BuildTheWall"
297,0.0,1.0,0.9148408,Coulter: Liberals Never Sleep (And Neither Does Jeff Sessions) | Breitbart via @user @user is the only person in DC serious about immigration reform. #BuildTheWallNow @user @user We want our wall and #EndDaca
300,1.0,0.0,0.108533554,Bitch you better bite that tongue before I rip it off hoe😂
302,1.0,0.0,0.06888921,Fanna start traveling bitch. Haha you hoes can't do that 🤗
305,0.0,1.0,0.74593246,@user BITCH I'M TRYING TO SEARCH YOUR ACCOUNT THIS MORNING BUT IT SAYS USER NOT FOUND ARE YOU DEACTIVATING THEN REACTIVATE AGAIN???
308,1.0,0.0,0.001059532,@user Send them all back! #NoMoreRefugees
309,1.0,0.0,0.022470636,"""""""#Refugee"""" said """"I'll kill 10s of you, and then I go back. I can EAT HUMANS NOW."""" those #Rapefugees are #invaders, #pedophiles, #terrorists, #rapists, #cannibals, #jewish servants,!! #Islam is not a #ReligionOfPeace !#WhitePeople WAKE UP.!"""
310,0.0,1.0,0.9048909,"If the shoes fits, lace that bitch up & wear it."
311,0.0,1.0,0.92073977,"This is our 1st amendment right being abuse, this is USA, please Mr President stop the censorship by social media today @user @user #BuildTheWall #LockHerUp #BoycottNike #BoycottNFL #EndDACA now"
312,0.0,1.0,0.95135534,#Repost trump_mania (get_repost)#Nike #NFL #KeepAmericaGreat #KAG #KeepAmericaGreat2020 #trump #trumpeffect #buildthatwall #mikepence #conservative #republican #2a #pewpew #america
315,1.0,0.0,0.0060359677,@user Yes bitch lets go
317,1.0,0.0,0.04687733,Sweden needs to clean house. Who cares what people say or think. There are getting destroyed just to show tolerance. #sendthemback
321,1.0,0.0,0.00848904,Idgaf what the fuck y'all got going on. He ain't my problem no more bitch. 👌#IKnowYouLurkingHoe
322,1.0,0.0,0.028528191,When your friend still tries to convince you to apply for UST 😂🙈 Cutiee though but you still a hoe bitch @user
326,0.0,1.0,0.633839,PREACH! @user Nails it (May Contain Strong Language) RT if UAgree The #WalkAway #Woke #Movement will bring the Democrat Party DOWN! #AmericansFirst #BuildThatWall #ThursdayThoughts #FlashbackFriday #SaturdayMorning #SundayFunday #MagaParty
327,1.0,0.0,0.4203326,"bitch please stop calling me candy mouth , fucking whore"
328,1.0,0.0,0.008254373,"Cookin' up the cash, all I swear these hoes love Sosa Bitch tryna run up dope with my dick, that's your heart together Read"
329,1.0,0.0,0.016062573,"stop JUDGING bitches by there cover, jus cuz she bad don't mean she's a catch shawdy could be a whore 👀 das opposite of a keeper"
330,1.0,0.0,0.08483027,"""Hey Mestizos and Indians, it doesn't matter if your kind was here first, the Europeans built a further civilization than you could ever dream of. """"Identify Native 2020 Census"""" is another fucking excuse for Mestizos to leech of America. #DeportThemAll #BuildTheWall #KAG"""
333,0.0,1.0,0.56204236,"@user @user @user @user @user @user @user @user @user Where Hillary is president, autistikas are real hate crimes, and there is no rapefugee crisis in Europe."
334,1.0,0.0,0.44582546,"#BuildThatWall Go around them. The money is already in the Pentagon and DHS, It's what our military did for decades, if not more than a century of erecting forts and walls to defend the country, and it's a valid response to an invasion."
335,0.0,1.0,0.9220824,@user NotF'nLikely#MAGA #KAG #POTUS #Trump #NEWS #VoteRed #NoDACA #WalkAway #AmericaFirst #USA #BackTheBlue #AllLivesMatter
336,0.0,1.0,0.561672,@user @user I love it! Do it! #BuildThatWall
339,1.0,0.0,4.9000562e-05,you can never take a L off a real bitch😩 im hotter than them hoes that you chill w😂
342,1.0,0.0,0.00021518645,@user @user Enjoy yaaa whore 😂😂😂😂  fcking whore hai oldie ARY ki.... Shes been fuckedd by everyone an anyone..   Ugly bitch
343,1.0,0.0,0.081116036,Thank You #ICE !! #BuildThatWall !
344,1.0,0.0,0.2595143,@user @user U a bitch
345,0.0,1.0,0.9372383,Good Morning Patriots xx Let everything we do be done with them in mind.#WalkAwayFromDemocrats #BuildThatWall #MAGA #ChooseLife #VoteDemsOut #REDWAVE2018 #Midterms #VoteRED #TinyLivesAtStake
348,0.0,1.0,0.8810506,@user @user #Stauber just might have my Vote #MN08 but I Wish he would favor a Reduction in Legal Immigration and #EndChainMigration Like Pres #Trump wants #mngop #gop #usatoday
350,0.0,1.0,0.66956127,Liberals FURIOUS over this Trump promiseGood#DeportThemAll now & #BuildThatWall
353,0.0,1.0,0.84620696,@user its Time to Enforce the Public Charge #Immigration laws! U.S Taxpayers should not be forced to take care of #Immigrants and Refugees collecting Welfare while our #Veterans are Homeless #Trump #MAGA #SendThemBack #RedNationRising
355,1.0,0.0,0.00036799817,"""@ceraldi_carleen I am sure he lied about it on his application. They need to deport him like they're doing to all naturalized citizens who """"lied"""" on the apps. #sendthemback"""
357,0.0,1.0,0.9658008,@user @user Awesome Sir.. the use of this social media platform will allow our story to get out there.. #BuildThatWall
358,0.0,1.0,0.95828515,Terribly disturbing. This is just 25 minutes in just one location where there's a continuous stream of illegals entering our country. #BuildThatWall
362,0.0,1.0,0.6851962,If a guy gets out of a relationship and he fuckin a new bitch the next day then yall saying he a hoe??? Smfh
365,1.0,0.0,0.05006229,#BanRapefugees #BanIslamInTheUS Ten-Year-Old German Boy Raped by Migrant Classmates on School Trip via @user
366,1.0,0.0,0.43755966,Illegal Criminals EVERYWHERE #BuildThatWall !!
369,1.0,0.0,0.39315915,If you build it they will not come. #BuildTheWall #BuildThatWall #MAGA
370,1.0,0.0,0.020685704,#DEMS are using #Muslims & #BlackLivesMatter (aka militant #NationOFislam extremist) & #NFL as insurgents in their #Communist REVOLUTION: FACT=HALF of USA Total Muslim Population immigrated under #OBAMA=#NoDACA NO #DACA #Amnesty No #DacaDEAL #BoycottNFL
372,0.0,1.0,0.83101404,FEMA Official says the report is Fake news. #BuildThatWall
374,0.0,1.0,0.61676514,@user You're a hoe bitch
375,0.0,1.0,0.91456443,@user don't stop believin #Trumpbots #BuildThatWall 852
379,1.0,0.0,4.3434902e-05,@user Bye! Get the fuck out! GO! GO!!! Bye Felicia with your stupid sharia-loving ass!!! GO!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!#SendThemBack #AgainstShariaLaw #BuildTheDamnWall #Chemitz #Brexit
380,0.0,1.0,0.8829282,@user #BuildTheWall #BuildThatWall even if it takes a government shutdown. PLEASE DO NOT WAIT TO AFTER THE ELECTIONS. YOU WOULD BE DEALING WITH A LAME DUCK CONGRESS!!!!!!
381,1.0,0.0,0.023980362,@user @user All they know is to HATE and to DESTROY! Just like our dems! This is what they want to bring to our Beautiful America! They HATE us & we TAKE CARE of them! WTF?! #WakeUpAmerica #BuildThatWall #VoteRedToSaveAmerica @user WAKE UP @user @user #WeAreWatching
386,1.0,0.0,0.16424446,Ok Twitter. . Double hit. Going for a block?  Cunt fuck bitch wanker..... go for it
389,0.0,1.0,0.8265742,HER RESTING BITCH FACE IS GOALS ❤️@WhoreOfThe80s❤️
390,1.0,0.0,0.27448708,🙄🙄 just @ me bitch. please. i like telling hoes like you bout theyself. 💯
394,1.0,0.0,0.045262355,you say you breaking bitch? where ya hoe at?
397,0.0,1.0,0.8622273,"I support ICE, thats why Ill be voting Republican come November. #BuildThatWall #VoterRed2018"
398,0.0,1.0,0.9327777,@user has the legal right to end Obama's Illegal #DACA Memo Congress Did Not Pass DACA Three times End it Now ! #RedNationRising #Trump #MAGA #NoDACA #NoAmnesty #SendthemHome with their Illegal Parents Stop Rewarding Illegals - @user
399,1.0,0.0,0.15843375,We must build the #Wall! We must deport every illegal alien! We must have #MoreBorderPatrolAgents We must have #MandatoryEverify We must #EndSanctuaryCities We must #EndChainMigration We must take our nation back!!!
400,0.0,1.0,0.9470686,"@user @user Parts are already being built and Oct 1 is coming, budgets will be made and #BuildthatWall will move at a LOT faster pace. :) #MAGA"
401,1.0,0.0,0.31198597,this bitch @user is a hoe. u wanna fuck my best friends boy multiple times when you know they're dating cause youre a crusty ass bitch
402,1.0,0.0,0.32818797,um who are you is probably the most dumb bitch response from a spoiled whore you could get.
404,1.0,0.0,0.03127063,in 1980 when TX was 70% White who would have imagined that today(under 48% white)the MOST POPULAR TX SURNAME is Garcia or Martinez? it's a Mexican INVASION NOT #immigration =it's time to REMEMBER THE ALAMO! #NoDACA NO #DacaDEAL #Amnesty means #OpenBorders
406,1.0,0.0,0.012026316,"Now that we good, don't be in my face acting like you ain't a hoe just waiting for your moment to gwym. Lil bitty bitch."
408,0.0,1.0,0.730733,"@user Making America Awesome Again, #BuildThatWall."
410,0.0,1.0,0.9167945,Anchor Baby Suspected Of Murdering Nursing Student Has Fled To Nicaragua via @user #EndSanctuaryCities #EndIllegalBirthrightCitizenship#EndDaca #NoAmnesty #KeepAmericansSafe
416,0.0,1.0,0.76505405,"@user @user 1) #EndHealthcareCartel, 2) #EndDACA, 3) Abolish #IranDeal, 4) #EndNAFTA, 5) #BuildTheWall, 6) #FairTax, 7) #DrainTheSwamp, 8) #FairTrade, 9) #BanIslam, 10) #LockHerUp, 11) #EndSanctuaryCities, & 12) #EndCorporateWelfare. #USA"
417,0.0,1.0,0.70733196,@user Feelgood story. Love hearing this. #BuildThatWall.
419,0.0,1.0,0.8207425,"If you have a bitch, don't text me. Don't try to flirt with me. Respect your hoe. I should not have to be the one defending this thot."
424,0.0,1.0,0.63254416,@user bitch do it look like WE play ?!
428,1.0,0.0,0.054015785,#GetThemOut it's an attempt at an #IslamicCaliphate. #SendThemBack as they are #ForeignInvaders seeking #CulturalReplacement.Ask your MPs why they support #Islam when #IslamIsIncompatible with #WesternValues. Just ask #TommyRobinson and @user about #MuslimRapeGangs
430,1.0,0.0,0.0020130388,i ain't treatin or spoilin no bitch unless she da main main got me fucked up haha who u think u foolin ? let hoes cash you out pimp
432,0.0,1.0,0.9680081,@user @user @user let's go all the way #Trumptrain #BuildThatWall 389
436,1.0,0.0,0.0014526034,"@user Im trippin ? 😁 man bitch if you keep my fucking name out yo mouth dumb ass lil hoe , i understand y…"
438,1.0,0.0,0.028881544,@user @user #BanMuslims #BanIslam #SendThemBack to their shitholes!! #CloseTheBorders
439,1.0,0.0,0.028408999,Like u wanna claim that you aren't racist but bitch what you're saying and retweeting how Tf is that not Racist u dumb whore
448,1.0,0.0,0.09802867,@user bitch shut the fuck up ... ur fuckin nawaz whore
449,0.0,1.0,0.81206614,Whoever cut down the rope swing is a bitch
450,0.0,1.0,0.9581316,"PRESIDENT TRUMP: We have TWO options. We have #Military, we have #HomelandSecurity.#BuildThatWall @user"
454,0.0,1.0,0.55663115,#BuildTheWall #TravelBan make it permanent! #NoWelfareForIllegals #NoDACA #Deport #WalkAway
455,0.0,1.0,0.683823,#ConfirmKavanaugh#Democrats will thrash and scream no matter what @user does. #RINOS stop #obstructing Let's fulfill #MAGA agenda!#BuildThatWall#NoSanctuary#DrainTheSwamp#AmericaFirst#ConfirmJudgeKavanaugh#DemocratsHateAmerica#WalkAway#VoteRedToSaveAmerica
456,0.0,1.0,0.70286477,First thing they say is that you a hoe . Bitch where...
458,1.0,0.0,0.023556748,Fucking cunt ass bitches!
459,1.0,0.0,0.011448498,@user @user @user *syrian rapefugee
463,0.0,1.0,0.8696228,@user in 1980 Texas was 70% White today (After #Regan's #Amnesty which Flipped CA BLUE & got us 20Million Illegals) it's barely 48% & 7 of the 15 fastest-growing large cities between July 2016 & July 2017 were located in Texas #NoDACA NO #DACA because it means PERPETUAL #OpenBorders
464,0.0,1.0,0.6722365,Scum bag piece of trash. #BUILDTHATWALL
467,1.0,0.0,0.48049435,@user @user I can't stand you hoe 😭 but fine you go ahead & get it up cause bitch we're going somewhere for my 21st
